שנה,חודש,ענף,מין,זן,שם,שוק,ממוצע_שופרסל,ממוצע_חנויות,ממוצע_שווקים_1,ממוצע_שווקים_2
2012,2012/03,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,8.24,7.50,6.00,7.00
2011,2011/09,פירות          ,אבוקדו         ,,.,קמעוני חיפה    ,9.99,9.99,7.00,8.00
2011,2011/06,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,14.49,14.00,,
2011,2011/04,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,7.99,7.90,6.50,7.00
2010,2010/08,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,22.99,,,
2010,2010/07,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,18.66,,,
2010,2010/06,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,18.99,,,
2010,2010/05,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,8.25,7.75,6.75,7.50
2010,2010/04,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,6.99,6.50,5.50,6.00
2009,2009/07,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,12.99,11.90,9.00,11.00
2009,2009/04,פירות          ,אבוקדו         ,ריד,.,קמעוני חיפה    ,,9.50,7.50,8.00
2012,2012/03,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,5.67,6.77
2012,2012/02,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,5.33,6.33
2011,2011/09,פירות          ,אבוקדו         ,,.,קמעוני ירושלים ,13.49,17.00,6.10,8.10
2011,2011/08,פירות          ,אבוקדו         ,,.,קמעוני ירושלים ,15.99,20.00,10.00,12.00
2011,2011/08,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,27.24,29.50,19.33,22.33
2011,2011/07,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,20.74,24.50,14.00,16.50
2011,2011/06,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,20.70,25.00,14.50,17.50
2010,2010/08,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,28.32,31.33,19.00,22.50
2010,2010/07,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,20.99,24.40,15.00,17.50
2010,2010/06,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,17.66,20.67,10.67,13.33
2010,2010/05,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,10.99,14.00,6.83,8.20
2010,2010/04,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,9.99,14.00,7.00,8.25
2010,2010/03,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,6.75,8.00
2009,2009/08,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,22.00,26.00
2009,2009/07,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,23.74,25.50,17.00,20.00
2009,2009/06,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,7.50,9.50
2009,2009/05,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,7.38,9.50
2009,2009/04,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,7.50,9.50
2009,2009/03,פירות          ,אבוקדו         ,ריד,.,קמעוני ירושלים ,,,7.50,8.83
2012,2012/03,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,5.25,6.38
2012,2012/02,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,5.00,6.05
2011,2011/09,פירות          ,אבוקדו         ,,.,קמעוני תל-אביב ,15.99,14.90,6.70,8.90
2011,2011/08,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,27.22,26.90,19.33,23.67
2011,2011/08,פירות          ,אבוקדו         ,,.,קמעוני תל-אביב ,15.99,19.90,13.00,15.00
2011,2011/07,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,20.74,21.40,14.00,16.75
2011,2011/06,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,20.36,18.97,14.50,16.75
2011,2011/05,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,10.00,14.00
2011,2011/04,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,11.99,,,
2010,2010/08,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,28.32,28.32,21.00,24.00
2010,2010/07,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,21.24,22.47,15.25,18.50
2010,2010/06,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,18.24,22.42,12.25,15.75
2010,2010/05,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,11.49,13.57,7.27,8.73
2010,2010/04,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,9.99,14.40,7.25,8.40
2010,2010/03,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,13.90,6.20,7.40
2009,2009/07,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,23.74,26.65,17.50,21.25
2009,2009/06,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,8.50,11.00
2009,2009/05,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,8.50,10.50
2009,2009/04,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,14.90,7.83,9.83
2009,2009/03,פירות          ,אבוקדו         ,ריד,.,קמעוני תל-אביב ,,,7.00,9.00
2012,2012/07,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,14.99,12.75,9.00,10.00
2012,2012/06,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,11.97,8.25,9.00,10.00
2012,2012/05,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,11.99,10.50,9.00,10.00
2012,2012/04,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,9.99,9.50,8.00,8.50
2010,2010/09,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,12.49,10.49,7.50,9.00
2010,2010/08,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,14.99,12.99,9.00,11.00
2009,2009/09,פירות          ,אבוקדו         ,,גליל,קמעוני חיפה    ,,,7.50,8.50
2012,2012/07,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,16.77,18.80,10.36,13.20
2012,2012/06,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,14.99,18.00,8.33,11.50
2012,2012/05,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,13.99,15.33,8.00,10.00
2012,2012/04,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,10.99,15.00,8.00,9.00
2012,2012/03,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,9.99,15.00,7.40,8.55
2010,2010/09,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,12.99,14.00,7.75,9.75
2010,2010/08,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,14.99,18.00,8.00,12.00
2009,2009/09,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,12.99,15.00,7.33,10.00
2009,2009/08,פירות          ,אבוקדו         ,,גליל,קמעוני ירושלים ,18.99,23.00,11.00,14.00
2012,2012/07,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,15.99,13.97,9.50,13.00
2012,2012/06,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,14.99,12.97,8.00,11.00
2012,2012/05,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,13.99,12.99,8.50,10.17
2012,2012/04,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,,,8.00,9.00
2012,2012/03,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,9.99,9.99,7.25,8.25
2010,2010/09,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,12.99,14.90,7.50,9.20
2010,2010/08,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,14.99,19.99,8.00,12.00
2009,2009/09,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,12.99,16.90,7.00,9.67
2009,2009/08,פירות          ,אבוקדו         ,,גליל,קמעוני תל-אביב ,18.99,24.26,9.00,13.00
2011,2011/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני חיפה    ,6.99,6.99,6.00,6.50
2011,2011/03,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני חיפה    ,6.99,6.99,6.00,6.50
2010,2010/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני חיפה    ,8.99,8.50,,
2009,2009/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני חיפה    ,8.99,7.99,,
2009,2009/02,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני חיפה    ,7.99,6.99,5.50,6.00
2009,2009/01,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני חיפה    ,7.99,6.99,5.50,6.00
2012,2012/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,5.67,6.67
2012,2012/02,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,5.00,6.00
2012,2012/01,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,4.97,6.22
2011,2011/12,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,4.50,6.00
2011,2011/03,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני ירושלים ,9.99,14.00,7.32,8.45
2010,2010/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,6.25,7.65
2009,2009/06,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני ירושלים ,,,8.75,10.00
2009,2009/05,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני ירושלים ,,,7.50,10.50
2009,2009/04,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני ירושלים ,,,7.50,9.50
2009,2009/01,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני ירושלים ,,,5.17,6.30
2012,2012/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,5.38,6.52
2012,2012/02,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,4.75,5.82
2012,2012/01,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,5.00,6.10
2011,2011/12,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,5.60,7.00
2011,2011/03,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני תל-אביב ,,,6.50,8.40
2010,2010/03,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,6.00,7.00
2009,2009/06,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני תל-אביב ,,,9.00,12.00
2009,2009/05,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני תל-אביב ,,,8.50,11.00
2009,2009/04,פירות          ,אבוקדו         ,ארדיט,ירוק,קמעוני תל-אביב ,12.99,16.90,7.50,9.50
2009,2009/02,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,5.50,6.60
2009,2009/01,פירות          ,אבוקדו         ,פנקילטון,ירוק,קמעוני תל-אביב ,,,4.93,6.40
2012,2012/03,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.99,7.50,6.00,7.00
2012,2012/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.66,7.50,5.67,6.67
2012,2012/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.99,7.50,6.50,7.00
2011,2011/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.49,7.50,6.50,7.00
2011,2011/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.66,8.49,7.00,7.50
2011,2011/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,10.49,12.50,7.50,8.60
2011,2011/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,,,,
2010,2010/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,6.99,6.99,6.00,6.50
2010,2010/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.72,6.74,5.75,6.25
2010,2010/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,8.20,6.74,5.25,6.00
2010,2010/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,9.99,7.99,6.00,7.00
2010,2010/06,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני חיפה    ,9.99,9.50,8.50,9.00
2010,2010/04,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני חיפה    ,7.99,7.50,6.50,7.00
2010,2010/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.99,6.99,6.50,7.50
2010,2010/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,6.99,5.99,5.50,6.50
2009,2009/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.47,6.87,6.00,7.00
2009,2009/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,6.67,6.25,5.00,6.00
2009,2009/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,8.49,8.00,6.00,7.00
2009,2009/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,8.96,8.50,6.17,7.17
2009,2009/07,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני חיפה    ,12.99,11.90,9.00,11.00
2009,2009/06,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני חיפה    ,12.99,11.12,8.20,10.20
2009,2009/05,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני חיפה    ,11.66,10.23,8.00,10.00
2009,2009/04,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני חיפה    ,10.49,8.90,,
2009,2009/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני חיפה    ,7.99,7.99,,
2009,2009/03,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,8.66,7.66,6.00,6.50
2009,2009/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני חיפה    ,7.99,,,
2009,2009/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.99,6.99,6.00,6.50
2009,2009/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני חיפה    ,7.99,6.99,6.00,6.50
2012,2012/06,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,14.99,16.00,8.00,10.50
2012,2012/05,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,13.99,16.00,8.00,11.00
2012,2012/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,5.75,6.50
2012,2012/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,7.67,8.73
2012,2012/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,5.72,6.90
2012,2012/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,7.65,8.80
2011,2011/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,7.15,8.65
2011,2011/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,7.50,8.78
2011,2011/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,10.32,14.33,7.53,8.80
2011,2011/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,10.99,15.00,8.00,10.00
2011,2011/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,9.99,14.00,7.28,8.55
2011,2011/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,6.99,10.00,6.50,7.90
2011,2011/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,8.99,12.00,7.60,8.70
2011,2011/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,5.99,13.00,5.25,7.15
2011,2011/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,4.50,6.00
2010,2010/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.97,15.75,7.32,8.75
2010,2010/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,7.59,12.00,5.28,6.54
2010,2010/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.24,12.00,6.95,8.50
2010,2010/05,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,6.77,8.43
2010,2010/04,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,7.50,8.95
2010,2010/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,7.99,13.00,6.40,7.63
2010,2010/03,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,7.10,8.50
2010,2010/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,13.50,7.40,8.50
2010,2010/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,6.65,7.65
2010,2010/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,8.66,11.00,5.95,7.35
2009,2009/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.47,12.00,6.95,8.22
2009,2009/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,8.99,12.50,6.25,7.72
2009,2009/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,12.00,6.50,8.20
2009,2009/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,12.99,14.00,8.00,10.00
2009,2009/06,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני ירושלים ,16.24,17.50,8.20,10.12
2009,2009/05,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני ירושלים ,14.99,18.00,7.88,9.62
2009,2009/04,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני ירושלים ,13.99,13.00,8.00,10.00
2009,2009/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,11.74,14.00,7.48,8.92
2009,2009/03,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני ירושלים ,,,7.08,8.50
2009,2009/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.99,14.00,6.80,8.50
2009,2009/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,10.32,14.00,6.75,8.20
2009,2009/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני ירושלים ,9.97,,6.70,8.18
2009,2009/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני ירושלים ,,,5.83,6.97
2012,2012/06,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,8.00,10.00
2012,2012/05,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,13.99,12.99,8.50,10.50
2012,2012/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,12.24,7.22,8.56
2012,2012/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,5.17,6.17
2012,2012/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,5.62,6.88
2012,2012/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,9.99,7.50,8.80
2011,2011/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,12.49,8.00,9.88
2011,2011/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,11.95,7.10,9.40
2011,2011/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,10.49,11.63,7.87,9.20
2011,2011/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,10.99,14.90,7.90,9.70
2011,2011/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,9.96,12.99,7.07,8.53
2011,2011/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,8.99,12.99,6.90,8.40
2011,2011/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,6.00,7.65
2011,2011/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,6.66,12.94,6.25,7.75
2011,2011/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,5.99,,5.25,6.85
2010,2010/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.39,11.59,6.70,8.18
2010,2010/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,7.74,8.72,5.82,7.08
2010,2010/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.24,13.15,6.50,8.30
2010,2010/06,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,8.00,12.00
2010,2010/05,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,7.17,8.80
2010,2010/04,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,7.75,8.80
2010,2010/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,5.99,10.90,6.00,7.08
2010,2010/03,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,12.90,6.63,8.03
2010,2010/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,5.10,6.30
2010,2010/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,12.15,6.45,7.58
2010,2010/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,8.99,11.90,5.82,7.58
2009,2009/12,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.49,12.15,6.28,7.85
2009,2009/11,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,8.99,12.40,5.92,7.45
2009,2009/10,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.66,14.23,6.17,8.67
2009,2009/09,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,12.99,14.90,8.00,10.00
2009,2009/07,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,19.99,19.90,8.00,12.00
2009,2009/06,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,14.99,17.40,8.50,11.50
2009,2009/05,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,14.99,18.90,8.50,10.62
2009,2009/04,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,13.99,16.90,7.67,9.67
2009,2009/04,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,11.99,14.90,8.00,10.00
2009,2009/03,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,11.99,15.57,7.38,9.18
2009,2009/03,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,10.99,14.90,6.88,8.60
2009,2009/02,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,10.32,14.90,6.93,8.33
2009,2009/02,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,16.90,7.00,8.50
2009,2009/02,פירות          ,אבוקדו         ,נבל,סוג א,קמעוני תל-אביב ,,,7.00,8.00
2009,2009/01,פירות          ,אבוקדו         ,פוארטה,סוג א,קמעוני תל-אביב ,,,5.33,6.97
2009,2009/01,פירות          ,אבוקדו         ,אטינגר,סוג א,קמעוני תל-אביב ,9.99,12.15,6.38,8.07
2012,2012/07,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,11.99,10.50,9.00,10.00
2012,2012/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,11.99,10.50,9.00,10.00
2012,2012/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,11.99,10.50,9.00,10.00
2012,2012/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,9.99,9.50,8.00,8.50
2012,2012/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,8.19,7.50,6.00,7.00
2012,2012/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.63,7.50,5.67,6.67
2012,2012/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,8.12,7.62,6.62,7.12
2011,2011/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.49,7.50,6.50,7.00
2011,2011/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,6.99,6.99,6.00,6.50
2011,2011/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,6.99,6.99,6.00,6.50
2010,2010/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.49,6.99,6.00,6.50
2010,2010/08,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,22.99,,,
2010,2010/07,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,18.99,,,
2010,2010/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,14.32,10.75,8.50,9.00
2010,2010/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,9.00,8.50,7.50,8.33
2010,2010/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.66,7.17,6.17,6.67
2010,2010/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,8.99,8.50,7.50,8.00
2010,2010/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.24,6.24,5.75,6.75
2010,2010/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,6.99,5.99,5.50,6.50
2009,2009/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,6.90,6.94,,
2009,2009/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,6.90,6.99,,
2009,2009/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,9.90,9.50,9.17,10.67
2009,2009/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,8.66,7.99,6.50,7.50
2009,2009/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,7.99,7.99,6.50,7.50
2009,2009/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני חיפה    ,,7.99,6.50,7.50
2012,2012/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,14.99,,8.00,11.17
