שנה,חודש,ענף,מין,זן,שם,שוק,ממוצע_שופרסל,ממוצע_חנויות,ממוצע_שווקים_1,ממוצע_שווקים_2
2010,2010/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,2.50,3.40
2010,2010/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,2.83,3.50
2010,2010/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,3.00,3.50
2010,2010/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.96,5.00,2.50,3.33
2010,2010/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.74,5.25,3.00,3.75
2010,2010/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.49,5.00,2.50,3.48
2010,2010/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,2.99,5.00,2.38,3.38
2010,2010/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,3.12,3.88
2010,2010/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,4.74,5.00,2.75,3.50
2010,2010/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,3.12,3.88
2010,2010/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.25,3.00,3.50
2010,2010/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.25,2.50,3.50
2009,2009/12,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.97,5.00,3.12,3.75
2009,2009/12,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,2.50,3.50
2009,2009/11,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.74,5.25,3.38,4.00
2009,2009/11,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.74,5.25,2.70,3.62
2009,2009/10,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.99,5.00,3.50,4.25
2009,2009/10,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,2.90,3.80
2009,2009/09,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,4.99,5.00,2.83,3.50
2009,2009/09,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.99,5.00,3.33,4.00
2009,2009/08,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.49,5.00,3.00,3.75
2009,2009/08,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,4.49,5.00,2.50,3.50
2009,2009/07,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.97,5.00,2.70,3.38
2009,2009/07,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.24,5.00,3.25,3.75
2009,2009/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.49,5.00,3.00,3.62
2009,2009/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,2.99,5.00,2.38,3.00
2009,2009/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,4.99,5.00,2.50,3.58
2009,2009/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,5.99,5.00,3.50,4.22
2009,2009/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.00,3.00,3.75
2009,2009/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,5.99,5.00,3.75,4.50
2009,2009/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,4.77,5.40,3.20,3.90
2009,2009/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,3.99,5.40,2.60,3.36
2009,2009/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,3.74,5.00,3.12,3.75
2009,2009/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,2.99,4.50,2.50,3.25
2009,2009/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני ירושלים ,2.97,5.25,3.12,4.00
2009,2009/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני ירושלים ,2.49,5.25,2.50,3.25
2012,2012/07,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.24,6.99,3.70,4.38
2012,2012/07,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.99,3.12,4.12
2012,2012/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.99,4.74,3.25,4.00
2012,2012/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.97,5.74,3.62,4.25
2012,2012/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.49,3.38,4.25
2012,2012/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.72,4.74,2.75,3.62
2012,2012/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.99,3.00,4.00
2012,2012/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,4.99,3.00,4.00
2012,2012/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.47,3.12,4.00
2012,2012/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.49,4.49,2.62,3.50
2012,2012/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,2.49,5.74,3.00,4.12
2012,2012/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,6.74,3.62,4.38
2012,2012/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.99,3.35,4.30
2012,2012/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.74,3.82,4.82
2011,2011/12,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.24,5.99,3.38,4.32
2011,2011/12,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.99,6.99,4.25,4.88
2011,2011/11,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.99,3.20,4.20
2011,2011/11,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.99,3.80,4.60
2011,2011/10,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.32,5.29,3.67,4.50
2011,2011/10,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.29,3.17,4.00
2011,2011/09,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,5.32,4.99,3.17,4.17
2011,2011/09,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.32,5.99,3.67,4.67
2011,2011/08,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,5.39,6.17,3.46,4.40
2011,2011/08,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.79,6.17,4.00,4.78
2011,2011/07,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.42,3.75,4.38
2011,2011/07,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.49,4.92,3.12,4.12
2011,2011/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.99,2.95,3.95
2011,2011/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.49,4.47,3.32,4.12
2011,2011/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,4.99,3.65,4.50
2011,2011/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.74,4.99,3.38,4.25
2011,2011/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.44,3.50,4.25
2011,2011/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.44,3.50,4.25
2011,2011/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.32,4.99,3.17,4.17
2011,2011/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.32,4.99,3.67,4.33
2011,2011/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.99,3.50,4.50
2011,2011/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,4.99,3.90,4.65
2011,2011/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,5.24,5.49,3.58,4.58
2011,2011/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.24,5.66,4.00,4.88
2010,2010/12,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.59,6.99,3.42,4.22
2010,2010/12,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.59,6.99,3.80,4.38
2010,2010/11,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.74,6.24,3.38,4.38
2010,2010/11,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.74,6.49,3.82,4.38
2010,2010/10,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.49,6.63,4.00,5.00
2010,2010/10,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.74,6.22,3.62,4.75
2010,2010/09,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,6.49,9.90,4.00,5.25
2010,2010/09,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,5.99,9.90,4.75,5.50
2010,2010/08,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.49,4.99,3.25,4.00
2010,2010/08,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.72,3.38,4.12
2010,2010/07,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.97,2.55,3.32
2010,2010/07,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,4.97,3.00,3.48
2010,2010/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,3.00,3.50
2010,2010/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,2.50,3.38
2010,2010/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,2.67,3.50
2010,2010/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,3.00,3.67
2010,2010/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,3.12,3.62
2010,2010/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.49,5.90,2.50,3.38
2010,2010/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.97,5.65,3.12,3.62
2010,2010/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,2.99,5.40,2.25,3.12
2010,2010/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.15,3.00,3.50
2010,2010/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.22,5.15,2.38,3.38
2010,2010/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.90,3.50,4.12
2010,2010/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.90,2.95,3.70
2009,2009/12,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.97,6.15,2.88,3.50
2009,2009/12,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,6.15,3.22,4.00
2009,2009/11,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.74,6.15,3.62,4.38
2009,2009/11,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.74,6.15,2.88,3.75
2009,2009/10,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,2.67,3.50
2009,2009/10,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.66,5.90,3.17,4.00
2009,2009/09,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.90,3.33,4.17
2009,2009/09,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.90,2.83,3.83
2009,2009/08,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.15,3.12,3.88
2009,2009/08,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,4.49,5.15,2.62,3.50
2009,2009/07,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.57,5.10,2.00,3.30
2009,2009/07,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.79,5.10,2.92,3.58
2009,2009/06,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.47,5.15,2.20,3.08
2009,2009/06,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.65,2.75,3.38
2009,2009/05,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.99,5.90,2.95,3.60
2009,2009/05,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.99,5.90,2.38,3.12
2009,2009/04,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.66,5.57,2.67,3.50
2009,2009/04,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.66,5.57,3.33,4.17
2009,2009/03,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,2.99,5.93,2.25,3.12
2009,2009/03,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.49,5.93,2.75,3.50
2009,2009/02,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,3.49,5.75,2.50,3.38
2009,2009/02,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,4.24,5.75,3.00,3.88
2009,2009/01,ירקות          ,חסה            ,עגולה,יח' 1 סוג א,קמעוני תל-אביב ,3.49,5.95,3.00,3.50
2009,2009/01,ירקות          ,חסה            ,ערבית,יח' 1 סוג א,קמעוני תל-אביב ,2.99,4.95,2.50,3.38
2012,2012/06,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.99,5.99,4.00,4.50
2012,2012/05,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,6.99,6.50,5.50,6.00
2012,2012/04,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,8.99,7.50,6.50,7.00
2012,2012/03,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,9.99,8.50,7.20,7.80
2012,2012/02,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,8.49,7.50,6.25,7.00
2012,2012/01,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,6.99,6.50,5.50,6.00
2011,2011/12,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,6.36,6.25,5.12,5.62
2011,2011/11,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.16,4.50,3.50,4.17
2011,2011/07,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.49,3.75,2.75,3.25
2011,2011/06,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.74,4.37,3.50,4.00
2011,2011/03,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.99,5.90,4.50,5.00
2011,2011/02,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.66,5.57,4.33,4.83
2011,2011/01,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.99,5.82,5.00,5.50
2010,2010/12,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.74,4.65,3.75,4.25
2010,2010/11,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.36,5.37,4.38,4.88
2010,2010/07,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.49,5.50,4.25,4.75
2010,2010/06,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.59,4.70,3.20,3.90
2010,2010/05,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.24,3.75,2.62,3.38
2010,2010/04,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.37,5.00,4.00,4.50
2010,2010/03,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.99,5.50,4.50,5.00
2010,2010/02,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.22,4.75,3.88,4.38
2010,2010/01,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.49,3.74,2.50,3.00
2009,2009/12,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.49,4.02,2.88,3.38
2009,2009/11,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.99,4.80,3.50,4.00
2009,2009/05,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.99,4.50,3.00,4.00
2009,2009/04,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,5.99,5.83,4.00,5.00
2009,2009/03,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,4.99,4.50,3.00,3.50
2009,2009/02,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.99,4.00,2.50,3.00
2009,2009/01,ירקות          ,חצילים         ,,חממה,קמעוני חיפה    ,3.99,3.50,2.50,3.00
2012,2012/06,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,3.99,12.00,5.00,6.00
2012,2012/05,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,8.24,13.00,6.80,7.95
2012,2012/04,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,8.99,10.00,7.00,8.00
2012,2012/03,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,9.99,14.33,7.53,8.87
2012,2012/02,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,9.99,14.00,7.20,8.47
2012,2012/01,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,7.49,10.75,5.88,6.92
2011,2011/12,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,7.49,9.75,5.60,6.60
2011,2011/11,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.59,7.60,3.96,4.88
2011,2011/06,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,6.99,9.00,4.75,5.70
2011,2011/04,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.99,8.00,4.40,5.60
2011,2011/03,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,7.99,10.00,5.80,6.90
2011,2011/02,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.49,10.00,4.70,5.80
2011,2011/01,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,7.99,11.00,5.70,6.40
2010,2010/12,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,6.49,9.00,4.60,5.50
2010,2010/11,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.19,8.20,3.52,4.42
2010,2010/10,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,3.99,8.00,3.40,4.00
2010,2010/07,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.99,6.00,3.65,4.70
2010,2010/06,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.66,6.00,2.97,3.67
2010,2010/05,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.99,8.00,3.50,4.60
2010,2010/04,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,6.24,7.00,4.10,5.15
2010,2010/03,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.74,7.00,3.70,4.60
2010,2010/02,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,6.09,7.25,4.15,5.05
2010,2010/01,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.74,6.00,3.00,3.90
2009,2009/12,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.24,6.25,3.28,3.88
2009,2009/11,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.99,8.00,4.40,5.23
2009,2009/05,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.99,6.00,3.00,4.00
2009,2009/04,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,4.99,7.50,3.00,3.90
2009,2009/03,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,7.19,9.40,5.10,6.10
2009,2009/02,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,5.99,6.50,3.65,4.50
2009,2009/01,ירקות          ,חצילים         ,,חממה,קמעוני ירושלים ,3.99,6.50,3.50,4.50
2012,2012/06,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,3.99,6.99,3.40,4.40
2012,2012/05,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,8.24,11.24,6.45,7.72
2012,2012/04,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,8.99,9.99,6.50,8.00
2012,2012/03,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,9.99,11.49,7.52,8.65
2012,2012/02,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,9.99,10.99,7.52,8.98
2012,2012/01,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,7.47,8.97,6.25,7.35
2011,2011/12,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,7.49,8.74,5.88,6.90
2011,2011/11,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.19,6.95,4.42,5.48
2011,2011/06,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,7.49,8.22,5.00,6.05
2011,2011/05,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,7.49,6.90,5.28,6.38
2011,2011/04,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.99,8.44,4.40,5.40
2011,2011/03,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,7.99,9.99,6.60,7.47
2011,2011/02,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.49,8.99,5.45,6.55
2011,2011/01,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,8.24,9.24,5.93,7.05
2010,2010/12,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.99,8.39,4.40,5.28
2010,2010/11,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.49,6.74,4.05,5.00
2010,2010/10,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,3.99,5.99,2.80,3.60
2010,2010/07,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.99,7.90,3.80,4.80
2010,2010/06,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.74,6.40,2.98,3.88
2010,2010/05,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.99,8.90,3.33,4.43
2010,2010/04,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,6.24,8.40,3.82,4.75
2010,2010/03,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.72,8.40,4.20,5.10
2010,2010/02,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,6.12,9.15,4.47,5.42
2010,2010/01,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.74,6.65,2.55,3.40
2009,2009/12,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.49,7.23,3.62,4.47
2009,2009/11,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.99,8.65,4.32,5.25
2009,2009/10,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,14.99,8.90,4.00,4.50
2009,2009/05,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.99,6.90,3.00,3.50
2009,2009/04,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,6.32,9.23,5.27,6.27
2009,2009/03,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,6.99,9.40,4.95,5.88
2009,2009/02,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,5.99,7.90,3.70,4.78
2009,2009/01,ירקות          ,חצילים         ,,חממה,קמעוני תל-אביב ,4.74,7.15,3.68,4.62
2012,2012/07,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,4.99,4.50,3.00,3.50
2012,2012/06,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,5.66,5.46,3.67,4.17
2012,2012/02,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,8.99,7.50,6.00,7.00
2011,2011/10,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,3.99,8.00,3.40,4.20
2011,2011/09,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,4.99,4.50,3.50,4.50
2010,2010/11,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,7.99,7.99,6.50,7.50
2010,2010/10,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,5.24,4.74,3.75,5.50
2010,2010/09,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,5.49,4.49,4.00,5.00
2010,2010/08,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,3.99,4.60,3.00,3.67
2010,2010/07,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,2.74,2.90,2.00,2.50
2009,2009/11,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,3.66,3.80,2.83,3.83
2009,2009/10,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,4.49,4.30,3.50,4.50
2009,2009/09,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,4.24,3.72,3.12,4.00
2009,2009/08,ירקות          ,חצילים         ,,ש.פ. סוג א,קמעוני חיפה    ,3.99,2.50,2.00,3.00
